Gene_ID,Name
SMEL4.1_05g013790.1.01,Protein of unknown function
SMEL4.1_05g013800.1.01,Similar to CYP71AU50 Cytochrome P450 71AU50 (Prunus mume OX=102107)
SMEL4.1_05g013810.1.01,Similar to CYP71AU50 Cytochrome P450 71AU50 (Prunus mume OX=102107)
SMEL4.1_05g013820.1.01,Similar to At5g02620 Ankyrin repeat-containing protein At5g02620 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013830.1.01,Similar to LHT1 Lysine histidine transporter 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013840.1.01,Protein of unknown function
SMEL4.1_05g013850.1.01,Protein of unknown function
SMEL4.1_05g013860.1.01,Similar to At2g01680 Ankyrin repeat-containing protein At2g01680 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013870.1.01,Similar to HOS15 WD40 repeat-containing protein HOS15 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013880.1.01,Similar to psbN Protein PsbN (Bertholletia excelsa OX=3645)
SMEL4.1_05g013890.1.01,Protein of unknown function
SMEL4.1_05g013900.1.01,Protein of unknown function
SMEL4.1_05g013910.1.01,Protein of unknown function
SMEL4.1_05g013920.1.01,Similar to GASA10 Gibberellin-regulated protein 10 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013930.1.01,Similar to GASA10 Gibberellin-regulated protein 10 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013940.1.01,Similar to SN1 Snakin-1 (Solanum tuberosum OX=4113)
SMEL4.1_05g013950.1.01,Protein of unknown function
SMEL4.1_05g013960.1.01,Similar to RPS12 40S ribosomal protein S12 (Hordeum vulgare OX=4513)
SMEL4.1_05g013970.1.01,Similar to FEY Dehydrogenase/reductase SDR family member FEY (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013980.1.01,Similar to TIC214 Protein TIC 214 (Nicotiana tabacum OX=4097)
SMEL4.1_05g013990.1.01,"Similar to ndhF NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (Atropa belladonna OX=33113)"
SMEL4.1_05g014000.1.01,Similar to At3g06240 F-box/kelch-repeat protein At3g06240 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014010.1.01,Similar to At3g06240 F-box/kelch-repeat protein At3g06240 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014020.1.01,Protein of unknown function
SMEL4.1_05g014030.1.01,Similar to UGT73C5 UDP-glycosyltransferase 73C5 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014040.1.01,Similar to WRKY18 WRKY transcription factor 18 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014050.1.01,Similar to At5g15350 Lamin-like protein (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014060.1.01,Similar to FRS5 Protein FAR1-RELATED SEQUENCE 5 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014070.1.01,Similar to Os06g0651600 Probable protein phosphatase 2C 58 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_05g014080.1.01,Similar to At4g31860 Probable protein phosphatase 2C 60 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014090.1.01,Protein of unknown function
SMEL4.1_05g014100.1.01,Similar to At4g31860 Probable protein phosphatase 2C 60 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014110.1.01,Protein of unknown function
SMEL4.1_05g014120.1.01,Protein of unknown function
SMEL4.1_05g014130.1.01,Similar to HSP70 Heat shock 70 kDa protein (Glycine max OX=3847)
SMEL4.1_05g014140.1.01,Similar to Putative AC transposase (Zea mays OX=4577)
SMEL4.1_05g014150.1.01,Similar to DIOX2 Probable 2-oxoglutarate/Fe(II)-dependent dioxygenase (Papaver somniferum OX=3469)
SMEL4.1_05g014160.1.01,Similar to At4g18375 KH domain-containing protein At4g18375 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014170.1.01,Protein of unknown function
SMEL4.1_05g014180.1.01,Similar to FRI Protein FRIGIDA (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014190.1.01,Similar to IPK2b Inositol polyphosphate multikinase beta (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014200.1.01,Similar to At2g32630 Pentatricopeptide repeat-containing protein At2g32630 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014210.1.01,Protein of unknown function
SMEL4.1_05g014220.1.01,Protein of unknown function
SMEL4.1_05g014230.1.01,"Similar to PCMP-H12 Pentatricopeptide repeat-containing protein At1g08070, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g014240.1.01,Protein of unknown function
SMEL4.1_05g014250.1.01,Protein of unknown function
SMEL4.1_05g014260.1.01,Similar to CRK2 Cysteine-rich receptor-like protein kinase 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014270.1.01,Similar to SF1 Splicing factor-like protein 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014280.1.01,Protein of unknown function
SMEL4.1_05g014290.1.01,Protein of unknown function
SMEL4.1_05g014300.1.01,"Similar to rpl14 50S ribosomal protein L14, chloroplastic (Drimys granadensis OX=224735)"
SMEL4.1_05g014310.1.01,Similar to At3g24230 Probable pectate lyase 9 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014320.1.01,Similar to UBP6 Ubiquitin carboxyl-terminal hydrolase 6 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014330.1.01,Similar to ATJ10 Chaperone protein dnaJ 10 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014340.1.01,Similar to RPL28A 60S ribosomal protein L28-1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014350.1.01,Similar to PME28 Putative pectinesterase/pectinesterase inhibitor 28 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014360.1.01,Protein of unknown function
SMEL4.1_05g014370.1.01,Similar to MPK16 Mitogen-activated protein kinase 16 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014380.1.01,Protein of unknown function
SMEL4.1_05g014390.1.01,Protein of unknown function
SMEL4.1_05g014400.1.01,Similar to HIS2B Histone H2B (Nicotiana tabacum OX=4097)
SMEL4.1_05g014410.1.01,Protein of unknown function
SMEL4.1_05g014420.1.01,Similar to HIS2B Histone H2B (Nicotiana tabacum OX=4097)
SMEL4.1_05g014430.1.01,Similar to SPD1 Protein SEEDLING PLASTID DEVELOPMENT 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014440.1.01,"Similar to PCMP-E96 Putative pentatricopeptide repeat-containing protein At3g25060, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g014450.1.01,Similar to PCMP-H84 Putative pentatricopeptide repeat-containing protein At3g08820 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014460.1.01,Similar to PCMP-H64 Pentatricopeptide repeat-containing protein At1g04840 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014470.1.01,Similar to MPK16 Mitogen-activated protein kinase 16 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014480.1.01,Protein of unknown function
SMEL4.1_05g014490.1.01,Protein of unknown function
SMEL4.1_05g014500.1.01,Protein of unknown function
SMEL4.1_05g014510.1.01,Similar to At1g28640 GDSL esterase/lipase At1g28640 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014520.1.01,Similar to MPK16 Mitogen-activated protein kinase 16 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014530.1.01,Similar to HIS2B Histone H2B (Nicotiana tabacum OX=4097)
SMEL4.1_05g014540.1.01,Similar to H2B-3 Histone H2B.3 (Fragment) (Solanum lycopersicum OX=4081)
SMEL4.1_05g014550.1.01,Similar to MPK16 Mitogen-activated protein kinase 16 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014560.1.01,Protein of unknown function
SMEL4.1_05g014570.1.01,Protein of unknown function
SMEL4.1_05g014580.1.01,"Similar to IRX10L Probable beta-1,4-xylosyltransferase IRX10L (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g014590.1.01,Protein of unknown function
SMEL4.1_05g014600.1.01,Protein of unknown function
SMEL4.1_05g014610.1.01,Similar to HOS15 WD40 repeat-containing protein HOS15 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014620.1.01,Protein of unknown function
SMEL4.1_05g014630.1.01,Protein of unknown function
SMEL4.1_05g014640.1.01,Protein of unknown function
SMEL4.1_05g014650.1.01,Protein of unknown function
SMEL4.1_05g014660.1.01,Similar to RPV1 Disease resistance protein RPV1 (Vitis rotundifolia OX=103349)
SMEL4.1_05g014670.1.01,Protein of unknown function
SMEL4.1_05g014680.1.01,Similar to PP2AB2 Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014690.1.01,Similar to ABCC8 ABC transporter C family member 8 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014700.1.01,Protein of unknown function
SMEL4.1_05g014710.1.01,Similar to R1B-16 Putative late blight resistance protein homolog R1B-16 (Solanum demissum OX=50514)
SMEL4.1_05g014720.1.01,Similar to FTIP3 FT-interacting protein 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014730.1.01,Similar to 9DC3 Receptor-like protein 9DC3 (Solanum pimpinellifolium OX=4084)
SMEL4.1_05g014740.1.01,Similar to RLP35 Receptor-like protein 35 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014750.1.01,Protein of unknown function
SMEL4.1_05g014760.1.01,Similar to PCM2 Calmodulin-2/4 (Fragment) (Solanum tuberosum OX=4113)
SMEL4.1_05g014770.1.01,Similar to SELMODRAFT_444075 Inactive protein kinase SELMODRAFT_444075 (Selaginella moellendorffii OX=88036)
SMEL4.1_05g014780.1.01,Protein of unknown function
SMEL4.1_05g014790.1.01,Protein of unknown function
SMEL4.1_05g014800.1.01,Similar to ycf2-A Protein Ycf2 (Morus indica OX=248361)
SMEL4.1_05g014810.1.01,"Similar to rps12-B 30S ribosomal protein S12-B, chloroplastic (Populus trichocarpa OX=3694)"
SMEL4.1_05g014820.1.01,Protein of unknown function
SMEL4.1_05g014830.1.01,Protein of unknown function
SMEL4.1_05g014840.1.01,Protein of unknown function
SMEL4.1_05g014850.1.01,"Similar to ndhF NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (Fragment) (Capsicum baccatum OX=33114)"
SMEL4.1_05g014860.1.01,Similar to TIC214 Protein TIC 214 (Nicotiana tabacum OX=4097)
SMEL4.1_05g014870.1.01,"Similar to ndhH NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (Solanum tuberosum OX=4113)"
SMEL4.1_05g014880.1.01,Similar to ccsA Cytochrome c biogenesis protein CcsA (Solanum lycopersicum OX=4081)
SMEL4.1_05g014890.1.01,Protein of unknown function
SMEL4.1_05g014900.1.01,"Similar to ndhB2 NAD(P)H-quinone oxidoreductase subunit 2 B, chloroplastic (Atropa belladonna OX=33113)"
SMEL4.1_05g014910.1.01,Similar to ND2 NADH-ubiquinone oxidoreductase chain 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014920.1.01,Similar to AtMg00030 Uncharacterized mitochondrial protein AtMg00030 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g014930.1.01,Protein of unknown function
SMEL4.1_05g014940.1.01,Protein of unknown function
SMEL4.1_05g014950.1.01,Protein of unknown function
SMEL4.1_05g014960.1.01,Protein of unknown function
SMEL4.1_05g014970.1.01,Protein of unknown function
SMEL4.1_05g014980.1.01,Protein of unknown function
SMEL4.1_05g014990.1.01,Protein of unknown function
SMEL4.1_05g015000.1.01,Protein of unknown function
SMEL4.1_05g015010.1.01,Similar to ATP synthase protein MI25 (Nicotiana tabacum OX=4097)
SMEL4.1_05g015020.1.01,Similar to COX3 Cytochrome c oxidase subunit 3 (Helianthus annuus OX=4232)
SMEL4.1_05g015030.1.01,Similar to YMF19 Putative ATP synthase protein YMF19 (Helianthus annuus OX=4232)
SMEL4.1_05g015040.1.01,Similar to NACK2 Kinesin-like protein NACK2 (Nicotiana tabacum OX=4097)
SMEL4.1_05g015050.1.01,"Similar to RPL2 60S ribosomal protein L2, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g015060.1.01,Protein of unknown function
SMEL4.1_05g015070.1.01,Protein of unknown function
SMEL4.1_05g015080.1.01,Protein of unknown function
SMEL4.1_05g015090.1.01,Protein of unknown function
SMEL4.1_05g015100.1.01,Similar to NAD7 NADH dehydrogenase [ubiquinone] iron-sulfur protein 2 (Nicotiana sylvestris OX=4096)
SMEL4.1_05g015110.1.01,Protein of unknown function
SMEL4.1_05g015120.1.01,Similar to FAD2 Delta(12)-fatty-acid desaturase (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015130.1.01,Protein of unknown function
SMEL4.1_05g015140.1.01,Similar to Short-chain type dehydrogenase/reductase (Picea abies OX=3329)
SMEL4.1_05g015150.1.01,Similar to CYP71AU50 Cytochrome P450 71AU50 (Prunus mume OX=102107)
SMEL4.1_05g015160.1.01,Similar to CYP71AU50 Cytochrome P450 71AU50 (Prunus mume OX=102107)
SMEL4.1_05g015170.1.01,Protein of unknown function
SMEL4.1_05g015180.1.01,Similar to ALA4 Probable phospholipid-transporting ATPase 4 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015190.1.01,Similar to COPZ2 Coatomer subunit zeta-2 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_05g015200.1.01,Protein of unknown function
SMEL4.1_05g015210.1.01,Similar to At1g72960 Protein ROOT HAIR DEFECTIVE 3 homolog 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015220.1.01,Similar to TMN7 Transmembrane 9 superfamily member 7 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015230.1.01,Similar to Beta-galactosidase (Solanum lycopersicum OX=4081)
SMEL4.1_05g015240.1.01,Similar to Os01g0197200 DEAD-box ATP-dependent RNA helicase 20 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_05g015250.1.01,Similar to psbB Photosystem II CP47 reaction center protein (Solanum lycopersicum OX=4081)
SMEL4.1_05g015260.1.01,Similar to psbN Protein PsbN (Bertholletia excelsa OX=3645)
SMEL4.1_05g015270.1.01,Similar to clpP ATP-dependent Clp protease proteolytic subunit (Solanum lycopersicum OX=4081)
SMEL4.1_05g015280.1.01,Similar to rbcL Ribulose bisphosphate carboxylase large chain (Nicotiana debneyi OX=4089)
SMEL4.1_05g015290.1.01,"Similar to atpB ATP synthase subunit beta, chloroplastic (Atropa belladonna OX=33113)"
SMEL4.1_05g015300.1.01,"Similar to rps4 30S ribosomal protein S4, chloroplastic (Atropa belladonna OX=33113)"
SMEL4.1_05g015310.1.01,Similar to psaB Photosystem I P700 chlorophyll a apoprotein A2 (Nicotiana tabacum OX=4097)
SMEL4.1_05g015320.1.01,Similar to psbD Photosystem II D2 protein (Solanum tuberosum OX=4113)
SMEL4.1_05g015330.1.01,Similar to rpoC2 DNA-directed RNA polymerase subunit beta'' (Solanum tuberosum OX=4113)
SMEL4.1_05g015340.1.01,Protein of unknown function
SMEL4.1_05g015350.1.01,Similar to psbA Photosystem II protein D1 (Daucus carota OX=4039)
SMEL4.1_05g015360.1.01,Protein of unknown function
SMEL4.1_05g015370.1.01,Similar to CYP71AU50 Cytochrome P450 71AU50 (Prunus mume OX=102107)
SMEL4.1_05g015380.1.01,Similar to CYP71AU50 Cytochrome P450 71AU50 (Prunus mume OX=102107)
SMEL4.1_05g015390.1.01,Similar to CYP71AU50 Cytochrome P450 71AU50 (Prunus mume OX=102107)
SMEL4.1_05g015400.1.01,Similar to Short-chain type dehydrogenase/reductase (Picea abies OX=3329)
SMEL4.1_05g015410.1.01,Similar to At5g06060 Tropinone reductase homolog At5g06060 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015420.1.01,Protein of unknown function
SMEL4.1_05g015430.1.01,Protein of unknown function
SMEL4.1_05g015440.1.01,Similar to FAD2 Delta(12)-fatty-acid desaturase FAD2 (Vernicia fordii OX=73154)
SMEL4.1_05g015450.1.01,Similar to FAD12 Delta(12)-acyl-lipid-desaturase (Punica granatum OX=22663)
SMEL4.1_05g015460.1.01,Similar to FAD12 Delta(12)-acyl-lipid-desaturase (Punica granatum OX=22663)
SMEL4.1_05g015470.1.01,Similar to Flavonol 4'-sulfotransferase (Flaveria chlorifolia OX=4228)
SMEL4.1_05g015480.1.01,Similar to FRS5 Protein FAR1-RELATED SEQUENCE 5 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015490.1.01,Similar to SOT5 Cytosolic sulfotransferase 5 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015500.1.01,Similar to Short-chain type dehydrogenase/reductase (Picea abies OX=3329)
SMEL4.1_05g015510.1.01,Similar to 9DC3 Receptor-like protein 9DC3 (Solanum pimpinellifolium OX=4084)
SMEL4.1_05g015520.1.01,Protein of unknown function
SMEL4.1_05g015530.1.01,Protein of unknown function
SMEL4.1_05g015540.1.01,Similar to FAR1 Protein FAR-RED IMPAIRED RESPONSE 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015550.1.01,Protein of unknown function
SMEL4.1_05g015560.1.01,Protein of unknown function
SMEL4.1_05g015570.1.01,Similar to MYB1 Transcription factor MYB1 (Crocosmia x crocosmiiflora OX=1053288)
SMEL4.1_05g015580.1.01,Similar to EFL3 Protein ELF4-LIKE 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015590.1.01,Protein of unknown function
SMEL4.1_05g015600.1.01,Similar to DRG2 Developmentally-regulated G-protein 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015610.1.01,Similar to ABCG32 ABC transporter G family member 32 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015620.1.01,Similar to At3g13980 Protein BIG GRAIN 1-like A (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015630.1.01,Similar to At3g13980 Protein BIG GRAIN 1-like A (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015640.1.01,Similar to GIP1 GBF-interacting protein 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015650.1.01,Protein of unknown function
SMEL4.1_05g015660.1.01,Similar to 9DC3 Receptor-like protein 9DC3 (Solanum pimpinellifolium OX=4084)
SMEL4.1_05g015670.1.01,Similar to HCR9-0 Receptor-like protein Cf-9 homolog (Solanum lycopersicum OX=4081)
SMEL4.1_05g015680.1.01,Similar to N TMV resistance protein N (Nicotiana glutinosa OX=35889)
SMEL4.1_05g015690.1.01,Similar to MYB111 Transcription factor MYB111 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015700.1.01,Similar to RIPK Serine/threonine-protein kinase RIPK (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015710.1.01,Similar to MED20A Mediator of RNA polymerase II transcription subunit 20a (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015720.1.01,Protein of unknown function
SMEL4.1_05g015730.1.01,Protein of unknown function
SMEL4.1_05g015740.1.01,Protein of unknown function
SMEL4.1_05g015750.1.01,Similar to At1g17410 Probable nucleoside diphosphate kinase 5 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015760.1.01,Protein of unknown function
SMEL4.1_05g015770.1.01,Protein of unknown function
SMEL4.1_05g015780.1.01,Similar to TIFY10A Protein TIFY 10A (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015790.1.01,Similar to CYP71AU50 Cytochrome P450 71AU50 (Prunus mume OX=102107)
SMEL4.1_05g015800.1.01,Protein of unknown function
SMEL4.1_05g015810.1.01,Similar to NUP107 Nuclear pore complex protein NUP107 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015820.1.01,"Similar to APX1 L-ascorbate peroxidase 1, cytosolic (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g015830.1.01,Similar to SEC22 25.3 kDa vesicle transport protein (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015840.1.01,Similar to CIP7 COP1-interacting protein 7 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015850.1.01,Protein of unknown function
SMEL4.1_05g015860.1.01,Protein of unknown function
SMEL4.1_05g015870.1.01,Similar to SAC2 Phosphoinositide phosphatase SAC2 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015880.1.01,Similar to TOGT1 Scopoletin glucosyltransferase (Nicotiana tabacum OX=4097)
SMEL4.1_05g015890.1.01,Similar to GLIP5 GDSL esterase/lipase 5 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015900.1.01,Similar to RAP2-12 Ethylene-responsive transcription factor RAP2-12 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015910.1.01,Similar to ARID4 AT-rich interactive domain-containing protein 4 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015920.1.01,Similar to RCOM_0711420 Methylthioribose-1-phosphate isomerase (Ricinus communis OX=3988)
SMEL4.1_05g015930.1.01,Similar to FAB1B 1-phosphatidylinositol-3-phosphate 5-kinase FAB1B (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015940.1.01,Protein of unknown function
SMEL4.1_05g015950.1.01,Similar to ATL3 RING-H2 finger protein ATL3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015960.1.01,Protein of unknown function
SMEL4.1_05g015970.1.01,Similar to ROQ1 Disease resistance protein Roq1 (Nicotiana benthamiana OX=4100)
SMEL4.1_05g015980.1.01,Similar to SRF6 Protein STRUBBELIG-RECEPTOR FAMILY 6 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g015990.1.01,Similar to OBL1 Triacylglycerol lipase OBL1 (Nicotiana tabacum OX=4097)
SMEL4.1_05g016000.1.01,Protein of unknown function
SMEL4.1_05g016010.1.01,Similar to RT Anthocyanidin-3-O-glucoside rhamnosyltransferase (Petunia hybrida OX=4102)
SMEL4.1_05g016020.1.01,Protein of unknown function
SMEL4.1_05g016030.1.01,Similar to CAX2 Vacuolar cation/proton exchanger 2 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_05g016040.1.01,"Similar to ATP synthase subunit epsilon, mitochondrial (Ipomoea batatas OX=4120)"
SMEL4.1_05g016050.1.01,Similar to EXO70A1 Exocyst complex component EXO70A1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g016060.1.01,Similar to RCF3 RNA-binding KH domain-containing protein RCF3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g016070.1.01,Similar to V-type proton ATPase catalytic subunit A (Daucus carota OX=4039)
SMEL4.1_05g016080.1.01,Similar to At5g57480 AAA-ATPase At5g57480 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g016090.1.01,Similar to CAD1 Probable cinnamyl alcohol dehydrogenase 1 (Arabidopsis thaliana OX=3702)
